date,vwretd,vwretx
1984-09-28,0.0004043814,-0.002537604
1984-10-31,-7.382668e-05,-0.002921365
1984-11-30,-0.010685,-0.01525722
1984-12-31,0.0236557,0.02009463
1985-01-31,0.08571779,0.08350623
1985-02-28,0.01689597,0.01226748
1985-03-29,-0.001746779,-0.004924281
1985-04-30,-0.002186324,-0.003957598
1985-05-31,0.05577472,0.05079897
1985-06-28,0.01709133,0.01403798
1985-07-31,-0.0002511031,-0.002220191
1985-08-30,-0.00479548,-0.009592973
1985-09-30,-0.0398255,-0.04257619
1985-10-31,0.04444139,0.04202319
1985-11-29,0.06922796,0.06469836
1985-12-31,0.04306141,0.04008036
1986-01-31,0.009829425,0.008006301
1986-02-28,0.07250004,0.06818967
1986-03-31,0.05388493,0.05135969
1986-04-30,-0.007902812,-0.009633468
1986-05-30,0.05084357,0.04712284
1986-06-30,0.01424553,0.01162394
1986-07-31,-0.05970048,-0.06145449
1986-08-29,0.06618101,0.06242792
1986-09-30,-0.07902107,-0.0812735
1986-10-31,0.04930313,0.0468585
1986-11-28,0.01509289,0.01087366
1986-12-31,-0.02638821,-0.02905734
1987-01-30,0.1284963,0.1269244
1987-02-27,0.04791798,0.04449139
1987-03-31,0.02366442,0.02121804
1987-04-30,-0.01700052,-0.01889795
1987-05-29,0.005124947,0.001874354
1987-06-30,0.04366169,0.04114968
1987-07-31,0.04424779,0.04234821
1987-08-31,0.03714636,0.03385976
1987-09-30,-0.02077383,-0.02284639
1987-10-30,-0.225363,-0.2273441
1987-11-30,-0.07227264,-0.07651292
1987-12-31,0.07032661,0.06721444
1988-01-29,0.04488041,0.04304757
1988-02-29,0.05169475,0.0459987
1988-03-31,-0.01659758,-0.01927279
1988-04-29,0.01099083,0.009188472
1988-05-31,0.000447785,-0.003858654
1988-06-30,0.05145948,0.04874565
1988-07-29,-0.007271733,-0.009940206
1988-08-31,-0.02800588,-0.0324433
1988-09-30,0.03720232,0.03460302
1988-10-31,0.01764623,0.0144825
1988-11-30,-0.01641204,-0.02113119
1988-12-30,0.02107465,0.01763094
1989-01-31,0.06610258,0.06330663
1989-02-28,-0.01644639,-0.02017669
1989-03-31,0.02146523,0.01864206
1989-04-28,0.04820446,0.0462695
1989-05-31,0.03933809,0.03458369
1989-06-30,-0.004866142,-0.007438884
1989-07-31,0.07713073,0.07488354
1989-08-31,0.0221267,0.01822815
1989-09-29,-0.001474362,-0.003969902
1989-10-31,-0.02928529,-0.0313375
1989-11-30,0.0178139,0.01433103
1989-12-29,0.01829512,0.01551648
1990-01-31,-0.07011517,-0.07194859
1990-02-28,0.01490096,0.01095788
1990-03-30,0.02414006,0.02161839
1990-04-30,-0.0282857,-0.03056491
1990-05-31,0.08893429,0.08464792
1990-06-29,-0.004196256,-0.006739403
1990-07-31,-0.009402919,-0.01160359
1990-08-31,-0.09190542,-0.09571898
1990-09-28,-0.05384322,-0.05610874
1990-10-31,-0.01250398,-0.01505387
1990-11-30,0.06574359,0.0614158
1990-12-31,0.02951265,0.02627569
1991-01-31,0.04907785,0.04698179
1991-02-28,0.07584678,0.07183495
1991-03-28,0.02892273,0.02670245
1991-04-30,0.003314882,0.001189869
1991-05-31,0.0407327,0.03717303
1991-06-28,-0.04402925,-0.04627695
1991-07-31,0.04679512,0.04498963
1991-08-30,0.0268165,0.02328449
1991-09-30,-0.01097486,-0.01307413
1991-10-31,0.01781452,0.01621535
1991-11-29,-0.03727527,-0.0405571
1991-12-31,0.1067778,0.104142
1992-01-31,-0.001182341,-0.002610427
1992-02-28,0.01335434,0.01030639
1992-03-31,-0.02369961,-0.02597122
1992-04-30,0.01341884,0.01187601
1992-05-29,0.006438549,0.003333374
1992-06-30,-0.01927053,-0.02167862
1992-07-31,0.03989998,0.0383686
1992-08-31,-0.02081965,-0.02397173
1992-09-30,0.01244722,0.01027109
1992-10-30,0.01098552,0.009548468
1992-11-30,0.04019304,0.03696318
1992-12-31,0.01776835,0.01555981
1993-01-29,0.01264374,0.01132782
1993-02-26,0.005402277,0.00264014
1993-03-31,0.02511569,0.02268481
1993-04-30,-0.02540042,-0.02672407
1993-05-28,0.02959926,0.02656515
1993-06-30,0.005440016,0.003222431
1993-07-30,-0.0007919354,-0.002139848
1993-08-31,0.03947853,0.03654622
1993-09-30,0.0006406775,-0.001341677
1993-10-29,0.01806427,0.01674332
1993-11-30,-0.01760636,-0.02048276
1993-12-31,0.01951495,0.0174882
1994-01-31,0.03146612,0.03007716
1994-02-28,-0.02422607,-0.02677939
1994-03-31,-0.04579477,-0.04788306
1994-04-29,0.009477681,0.008027069
1994-05-31,0.009360213,0.006368834
1994-06-30,-0.02790886,-0.03008349
1994-07-29,0.03062849,0.02925417
1994-08-31,0.04259737,0.03969129
1994-09-30,-0.01836337,-0.02037859
1994-10-31,0.01451999,0.0129993
1994-11-30,-0.03721879,-0.03999278
1994-12-30,0.01260929,0.01016868
1995-01-31,0.02039915,0.01879849
1995-02-28,0.03961473,0.03703996
1995-03-31,0.02704092,0.02486156
1995-04-28,0.02504808,0.02359617
1995-05-31,0.03400704,0.03122701
1995-06-30,0.03116877,0.02923957
1995-07-31,0.04077881,0.03893033
1995-08-31,0.009298149,0.006800372
1995-09-29,0.03636483,0.03465203
1995-10-31,-0.01131434,-0.01264595
1995-11-30,0.04280418,0.04033424
1995-12-29,0.01518271,0.01334402
1996-01-31,0.02813779,0.02682067
1996-02-29,0.01631033,0.01418833
1996-03-29,0.0109254,0.009221327
1996-04-30,0.02550821,0.02426316
1996-05-31,0.02680193,0.02454256
1996-06-28,-0.008302097,-0.009833575
1996-07-31,-0.05381449,-0.05525121
1996-08-30,0.03244783,0.03037689
1996-09-30,0.05303539,0.05132859
1996-10-31,0.01372897,0.01235742
1996-11-29,0.06557749,0.06359541
1996-12-31,-0.01139712,-0.01307643
1997-01-31,0.05347287,0.05238989
1997-02-28,-0.001122383,-0.002857378
1997-03-31,-0.04486756,-0.04651896
1997-04-30,0.04237316,0.04115718
1997-05-30,0.07162357,0.06977165
1997-06-30,0.04409472,0.04270323
1997-07-31,0.0765142,0.07520195
1997-08-29,-0.03629111,-0.03764974
1997-09-30,0.0584994,0.05709451
1997-10-31,-0.03443615,-0.03550582
1997-11-28,0.03040374,0.02889054
1997-12-31,0.01781677,0.01630194
1998-01-30,0.00450245,0.003623927
1998-02-27,0.07330329,0.07179834
1998-03-31,0.05130106,0.05004393
1998-04-30,0.0109035,0.009902244
1998-05-29,-0.02574788,-0.02703987
1998-06-30,0.03194402,0.03072486
1998-07-31,-0.02336717,-0.02434328
1998-08-31,-0.1578439,-0.1591526
1998-09-30,0.06382662,0.06230775
1998-10-30,0.07439252,0.07337496
1998-11-30,0.0620232,0.06061488
1998-12-31,0.0630511,0.06172314
1999-01-29,0.03845618,0.03765746
1999-02-26,-0.03808507,-0.03927058
1999-03-31,0.03793213,0.03665881
1999-04-30,0.04910428,0.04828288
1999-05-28,-0.02071776,-0.02239156
1999-06-30,0.05082913,0.04973078
1999-07-30,-0.0308426,-0.03171954
1999-08-31,-0.009931256,-0.01108918
1999-09-30,-0.02269279,-0.02389618
1999-10-29,0.06209515,0.06130581
1999-11-30,0.03682369,0.03561741
1999-12-31,0.08375403,0.0826427
2000-01-31,-0.03962428,-0.04026527
2000-02-29,0.03177836,0.03067524
2000-03-31,0.05350066,0.05251684
2000-04-28,-0.05952697,-0.06031731
2000-05-31,-0.03886961,-0.04002852
2000-06-30,0.05160347,0.05080572
2000-07-31,-0.01771172,-0.01843186
2000-08-31,0.07500581,0.07382455
2000-09-29,-0.05114141,-0.05188189
2000-10-31,-0.02448968,-0.02516421
2000-11-30,-0.1023722,-0.1035794
2000-12-29,0.02042246,0.01942778
2001-01-31,0.03960141,0.03881325
2001-02-28,-0.09910221,-0.1002009
2001-03-30,-0.07039171,-0.07134792
2001-04-30,0.08382919,0.08282384
2001-05-31,0.01045539,0.009069419
2001-06-29,-0.01755298,-0.01832802
2001-07-31,-0.01829797,-0.01926488
2001-08-31,-0.05898125,-0.06035627
2001-09-28,-0.09148504,-0.09261797
2001-10-31,0.02783571,0.02681765
2001-11-30,0.07877681,0.07734103
2001-12-31,0.01785255,0.0165704
2002-01-31,-0.01597466,-0.01692923
2002-02-28,-0.02169649,-0.02306285
2002-03-28,0.04467795,0.04370853
2002-04-30,-0.04961811,-0.05052143
2002-05-31,-0.0105211,-0.0119692
2002-06-28,-0.07025092,-0.07150696
2002-07-31,-0.08114888,-0.08233408
2002-08-30,0.007976094,0.006431337
2002-09-30,-0.09992006,-0.1013843
2002-10-31,0.07491931,0.07350148
2002-11-29,0.06126282,0.05959323
2002-12-31,-0.0533152,-0.05495828
2003-01-31,-0.0233996,-0.02460976
2003-02-28,-0.01539111,-0.01721772
2003-03-31,0.01031803,0.008897427
2003-04-30,0.08274979,0.08116248
2003-05-30,0.06343608,0.06174282
2003-06-30,0.01632021,0.0147709
2003-07-31,0.02309801,0.02174949
2003-08-29,0.024996,0.02351638
2003-09-30,-0.009116273,-0.01060211
2003-10-31,0.06031565,0.0588359
2003-11-28,0.01659348,0.01505179
2003-12-31,0.04550484,0.04384754
2004-01-30,0.0230366,0.02201326
2004-02-27,0.01547919,0.01399358
2004-03-31,-0.01066659,-0.01199073
2004-04-30,-0.02421352,-0.02556025
2004-05-28,0.01405848,0.01237351
2004-06-30,0.02160102,0.02003895
2004-07-30,-0.03767046,-0.0387651
2004-08-31,0.002727823,0.001083412
2004-09-30,0.02054298,0.01908519
2004-10-29,0.01780594,0.01657873
2004-11-30,0.04820797,0.04431315
2004-12-31,0.03517713,0.03342184
2005-01-31,-0.02655135,-0.0274052
2005-02-28,0.02267583,0.02083903
2005-03-31,-0.01694849,-0.01858328
2005-04-29,-0.02518493,-0.02656883
2005-05-31,0.03795411,0.03615026
2005-06-30,0.01152576,0.009901968
2005-07-29,0.0433351,0.04222868
2005-08-31,-0.00594371,-0.007761298
2005-09-30,0.01060712,0.009338492
2005-10-31,-0.02087304,-0.0219813
2005-11-30,0.04032233,0.03807018
2005-12-30,0.003457065,0.001886002
2006-01-31,0.04004084,0.03893497
2006-02-28,-0.001638789,-0.003553021
2006-03-31,0.01904188,0.01757468
2006-04-28,0.01296329,0.01149243
2006-05-31,-0.03104144,-0.03302072
2006-06-30,-0.0003881133,-0.001882678
2006-07-31,-0.001874151,-0.002917871
2006-08-31,0.0250479,0.02297407
2006-09-29,0.01942438,0.01810526
2006-10-31,0.03713327,0.03608699
2006-11-30,0.02370242,0.02133826
2006-12-29,0.01085541,0.009152518
2007-01-31,0.01939655,0.01846114
2007-02-28,-0.01398767,-0.01597926
2007-03-30,0.01294977,0.01147453
2007-04-30,0.03981525,0.03844891
2007-05-31,0.03893219,0.03664323
2007-06-29,-0.01476538,-0.01612821
2007-07-31,-0.03176044,-0.03276376
2007-08-31,0.01163043,0.009677426
2007-09-28,0.04084195,0.03932541
2007-10-31,0.0257964,0.02465501
2007-11-30,-0.04932737,-0.05127594
2007-12-31,-0.004423245,-0.00651094
2008-01-31,-0.06213814,-0.0632433
2008-02-29,-0.02166337,-0.02360476
2008-03-31,-0.01042054,-0.01215964
2008-04-30,0.05106048,0.04973567
2008-05-30,0.02380778,0.02149424
2008-06-30,-0.0784257,-0.08024146
2008-07-31,-0.01334129,-0.01468987
2008-08-29,0.01056561,0.008576034
2008-09-30,-0.0979804,-0.09977011
2008-10-31,-0.1846477,-0.1861356
2008-11-28,-0.08461469,-0.08735445
2008-12-31,0.02215415,0.01908681
2009-01-30,-0.0773147,-0.07870851
2009-02-27,-0.1002706,-0.1034573
2009-03-31,0.08674762,0.0834888
2009-04-30,0.1093522,0.107516
2009-05-29,0.06777447,0.06512436
2009-06-30,-0.003099177,-0.005042021
2009-07-31,0.08175195,0.08033118
2009-08-31,0.03146854,0.02930973
2009-09-30,0.04521635,0.0435763
2009-10-30,-0.02797095,-0.02922734
2009-11-30,0.05711698,0.05466093
2009-12-31,0.02843039,0.0264044
2010-01-29,-0.03709752,-0.03811116
2010-02-26,0.03478614,0.0326999
2010-03-31,0.06362587,0.06194043
2010-04-30,0.02006334,0.01895044
2010-05-28,-0.07916308,-0.08125119
2010-06-30,-0.05074472,-0.05248469
2010-07-30,0.0703086,0.06861098
2010-08-31,-0.04284408,-0.0449692
2010-09-30,0.09154682,0.08966427
2010-10-29,0.03851225,0.03699014
2010-11-30,0.005124541,0.002924999
2010-12-31,0.06720509,0.06487299
2011-01-31,0.01913699,0.01818248
2011-02-28,0.03817537,0.03624301
2011-03-31,0.00335316,0.001767893
2011-04-29,0.02866654,0.02755181
2011-05-31,-0.01489987,-0.01690683
2011-06-30,-0.01838777,-0.02015328
2011-07-29,-0.02252415,-0.0236647
2011-08-31,-0.05749821,-0.05963816
2011-09-30,-0.08486251,-0.08655389
2011-10-31,0.1140301,0.1126193
2011-11-30,-0.006207199,-0.00887476
2011-12-30,0.003696293,0.001449027
2012-01-31,0.05409463,0.05294651
2012-02-29,0.0412389,0.03896671
2012-03-30,0.02400399,0.02211977
2012-04-30,-0.006806476,-0.008024212
2012-05-31,-0.06557433,-0.06798601
2012-06-29,0.03818888,0.03608854
2012-07-31,0.01028388,0.009030609
2012-08-31,0.02627828,0.02367814
2012-09-28,0.0265544,0.02461306
2012-10-31,-0.01410401,-0.01555276
2012-11-30,0.006192178,0.002951245
2012-12-31,0.01252873,0.008977878
2013-01-31,0.05414457,0.05293669
2013-02-28,0.008340364,0.006136131
2013-03-28,0.03529375,0.03352784
2013-04-30,0.01494684,0.01377032
2013-05-31,0.01907392,0.01651525
2013-06-28,-0.01503552,-0.01705119
2013-07-31,0.05271696,0.0512797
2013-08-30,-0.02572692,-0.02790395
2013-09-30,0.03747036,0.03567591
2013-10-31,0.03989509,0.03860836
2013-11-29,0.02496603,0.02284231
2013-12-31,0.02613987,0.02408599
2014-01-31,-0.0299865,-0.03109327
2014-02-28,0.04618626,0.04395092
2014-03-31,0.004501169,0.00278364
2014-04-30,0.001670388,0.000505876
2014-05-30,0.0202225,0.01801537
2014-06-30,0.02796136,0.02597744
2014-07-31,-0.02053673,-0.02183222
2014-08-29,0.04020714,0.03820417
2014-09-30,-0.02513202,-0.02682608
2014-10-31,0.02119622,0.01994754
2014-11-28,0.02115908,0.01899419
2014-12-31,-0.00362207,-0.005756255
2015-01-30,-0.02720094,-0.02827297
2015-02-27,0.05602062,0.0536833
2015-03-31,-0.0104534,-0.01226958
2015-04-30,0.008715708,0.007567438
2015-05-29,0.01034533,0.008185912
2015-06-30,-0.01926209,-0.02120353
2015-07-31,0.01211286,0.01089958
2015-08-31,-0.06004574,-0.06211127
2015-09-30,-0.03376905,-0.03570407
2015-10-30,0.07402217,0.07262651
2015-11-30,0.002448751,0.0001828337
2015-12-31,-0.02228775,-0.02452731
2016-01-29,-0.05709377,-0.05826364
2016-02-29,0.0006867422,-0.001734655
2016-03-31,0.07051735,0.06814517
2016-04-29,0.01181701,0.01058217
2016-05-31,0.01431573,0.01190466
2016-06-30,0.003110331,0.001036523
2016-07-29,0.03877529,0.03752756
2016-08-31,0.002788718,0.000452628
2016-09-30,0.003016973,0.001240364
2016-10-31,-0.0215942,-0.02283903
2016-11-30,0.04049072,0.03804553
2016-12-30,0.01879204,0.01665174
2017-01-31,0.02219005,0.02116559
2017-02-28,0.03266432,0.03056294
2017-03-31,0.002092126,0.0002198085
2017-04-28,0.009614883,0.008495795
2017-05-31,0.009335273,0.006988821
2017-06-30,0.009469612,0.007585972
2017-07-31,0.02032932,0.01894494
2017-08-31,0.001589232,-0.0006471617
2017-09-29,0.0237333,0.022128
2017-10-31,0.01928174,0.01817974
2017-11-30,0.02730906,0.02498448
2017-12-29,0.01217342,0.01031551
2018-01-31,0.05065686,0.04970297
2018-02-28,-0.03946393,-0.04133091
2018-03-29,-0.01843439,-0.02030266
2018-04-30,0.004768502,0.00365952
2018-05-31,0.02616928,0.02387687
2018-06-29,0.005334684,0.003549788
2018-07-31,0.03160318,0.03046648
2018-08-31,0.030221,0.02775495
2018-09-28,0.0004459018,-0.001189103
2018-10-31,-0.07403179,-0.07510044
2018-11-30,0.01853506,0.01619786
2018-12-31,-0.08980669,-0.09204302
2019-01-31,0.08827558,0.08704846
2019-02-28,0.0327163,0.0306601
2019-03-29,0.01297843,0.01115481
2019-04-30,0.03788197,0.03668779
2019-05-31,-0.06165325,-0.06386927
2019-06-28,0.0672706,0.06527309
2019-07-31,0.01188153,0.01072767
2019-08-30,-0.02027148,-0.02230148
2019-09-30,0.0160241,0.01416183
2019-10-31,0.01926505,0.01809398
2019-11-29,0.03497103,0.03296148
2019-12-31,0.0284477,0.02619957
